"","year","Species","KLN","PYN","LTR","PYS","PYW","235","RCH2014","RIS","RIN","GIL","BSH","KLT","RNR","Obl_Fac"
"98",2011,"HESP",1.08,0.2,0.29,0.22,0.13,NA,NA,0.62,0.67,0,NA,0.25,NA,"Obligate"
"99",2011,"SEWR",0.08,0.2,0.06,0,0,NA,NA,0,0.17,0.25,NA,0.17,NA,"Obligate"
"100",2011,"GRPC",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"101",2011,"VESP",0,0,0,0,0,NA,NA,0,0,0.12,NA,0,NA,"Obligate"
"102",2011,"LASP",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"103",2011,"UPSA",0.08,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA
"104",2011,"BHCO",0.25,0.4,0,0.22,0.13,NA,NA,0.15,0.17,0.62,NA,0.25,NA,"Facultative"
"105",2011,"RWBL",0.33,0.5,0.47,0.78,0.4,NA,NA,0.08,0.17,0.38,NA,0.58,NA,"Facultative"
"106",2011,"COYE",0,0.1,0.06,0,0,NA,NA,0.15,0.17,0.38,NA,0.08,NA,"Facultative"
"107",2011,"FISP",0.08,0,0.18,0.22,0.4,NA,NA,0.77,0.17,0.38,NA,0,NA,"Facultative"
"108",2011,"BARS",0,0,0,0.44,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"109",2011,"EAKI",0,0,0.12,0.11,0,NA,NA,0.15,0,0,NA,0,NA,"Facultative"
"110",2011,"MODO",0,0.1,0,0,0,NA,NA,0.08,0,0,NA,0,NA,"Facultative"
"111",2011,"NOBO",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"112",2011,"LOSH",0,0,0,0,0,NA,NA,0,0,0.12,NA,0,NA,"Facultative"
"113",2011,"EABL",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"114",2011,"KILL",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"115",2011,"HOLA",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"116",2011,"TUVU",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"117",2011,"AMKE",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"118",2011,"BEVI",0,0,0,0,0,NA,NA,0.08,0,0,NA,0,NA,"Other Shrubland"
"119",2011,"WIFL",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Other Shrubland"
"120",2011,"GRCA",0.25,0.1,0.18,0.11,0,NA,NA,0.15,0.17,0.12,NA,0,NA,"Other Shrubland"
"121",2011,"BRTH",0,0,0.06,0,0.13,NA,NA,0.15,0,0.38,NA,0,NA,"Other Shrubland"
"122",2011,"OROR",0,0,0,0,0,NA,NA,0.15,0,0.12,NA,0.08,NA,"Other Shrubland"
"123",2011,"AMRO",0,0,0,0,0,NA,NA,0.15,0,0.12,NA,0.08,NA,"Other Shrubland"
"124",2011,"NOMO",0,0,0,0,0,NA,NA,0,0,0.12,NA,0,NA,"Other Shrubland"
"125",2012,"BOBO",1,0.9,0.82,0.67,0.4,NA,NA,0.54,0,0.12,NA,0,NA,"Obligate"
"126",2012,"DICK",0.92,1.4,1.82,0.56,0.53,NA,NA,1.62,1,1.12,NA,1.92,NA,"Obligate"
"127",2012,"EAME",0.25,0.7,0.24,0.44,0.27,NA,NA,0.31,0,0.25,NA,0,NA,"Obligate"
"128",2012,"GRSP",0.75,0.6,0.65,1.11,0.8,NA,NA,0.54,0.17,0.25,NA,0.25,NA,"Obligate"
"129",2012,"HESP",0.42,0.1,0,0,0,NA,NA,0.46,0,0,NA,0,NA,"Obligate"
"130",2012,"SEWR",0.17,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"131",2012,"GRPC",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"132",2012,"VESP",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"133",2012,"LASP",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"134",2012,"UPSA",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA
"135",2012,"BHCO",0.75,0.4,0.29,0.22,0.8,NA,NA,0.31,0.33,0.5,NA,0.17,NA,"Facultative"
"136",2012,"RWBL",0.08,0.6,0.59,0.22,0,NA,NA,0.08,0.67,0.25,NA,0.83,NA,"Facultative"
"137",2012,"COYE",0.08,0.2,0.06,0,0,NA,NA,0.38,0.17,0.12,NA,0.25,NA,"Facultative"
"138",2012,"FISP",0,0.1,0.29,0.11,0.4,NA,NA,0.38,0.17,0.25,NA,0.08,NA,"Facultative"
"139",2012,"BARS",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"140",2012,"EAKI",0.17,0.2,0.18,0.22,0.13,NA,NA,0.23,0,0.25,NA,0.17,NA,"Facultative"
"141",2012,"MODO",0,0,0.06,0,0,NA,NA,0,0.67,0.12,NA,0,NA,"Facultative"
"142",2012,"NOBO",0,0,0,0,0,NA,NA,0.15,0.17,0.12,NA,0,NA,"Facultative"
"143",2012,"LOSH",0,0,0,0,0,NA,NA,0,0,0.12,NA,0,NA,"Facultative"
"144",2012,"EABL",0,0,0.12,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"145",2012,"KILL",0,0.2,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"146",2012,"HOLA",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"147",2012,"TUVU",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"148",2012,"AMKE",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"149",2012,"BEVI",0,0,0,0,0,NA,NA,0.08,0,0,NA,0,NA,"Other Shrubland"
"150",2012,"WIFL",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Other Shrubland"
"151",2012,"GRCA",0,0.1,0.18,0,0.27,NA,NA,0.31,0.17,0.5,NA,0,NA,"Other Shrubland"
"152",2012,"BRTH",0.08,0,0.06,0,0,NA,NA,0.08,0,0.38,NA,0,NA,"Other Shrubland"
"153",2012,"OROR",0,0,0,0,0,NA,NA,0,0,0,NA,0.08,NA,"Other Shrubland"
"154",2012,"AMRO",0,0,0,0,0,NA,NA,0,0,0,NA,0.08,NA,"Other Shrubland"
"155",2012,"NOMO",0,0,0,0,0,NA,NA,0,0,0.38,NA,0,NA,"Other Shrubland"
"156",2013,"BOBO",0.92,0.4,0.18,0.22,0.27,NA,NA,0.23,0,0,NA,0.42,NA,"Obligate"
"157",2013,"DICK",0.5,0.6,1.18,0.33,0.4,NA,NA,0.62,0.33,1.25,NA,2.42,NA,"Obligate"
"158",2013,"EAME",0.5,0.7,0.47,0.78,0.53,NA,NA,0.46,0,0.5,NA,0.33,NA,"Obligate"
"159",2013,"GRSP",0.92,0.7,0.88,0.89,1.07,NA,NA,0.38,0.67,0.38,NA,0.25,NA,"Obligate"
"160",2013,"HESP",0.08,0.2,0.06,0.11,0,NA,NA,0.31,1.33,0,NA,0.33,NA,"Obligate"
"161",2013,"SEWR",0,0,0,0,0,NA,NA,0,0,0,NA,0.17,NA,"Obligate"
"162",2013,"GRPC",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"163",2013,"VESP",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"164",2013,"LASP",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Obligate"
"165",2013,"UPSA",0.17,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA
"166",2013,"BHCO",0.67,0.2,0.12,0.11,0.67,NA,NA,0.15,0,0.25,NA,0.17,NA,"Facultative"
"167",2013,"RWBL",0.25,0.5,0.82,0.11,0.27,NA,NA,0,0.5,0.62,NA,1.08,NA,"Facultative"
"168",2013,"COYE",0.08,0,0.06,0,0.13,NA,NA,0.38,0.33,0.25,NA,0.25,NA,"Facultative"
"169",2013,"FISP",0,0.2,0.29,0.22,0.4,NA,NA,0.92,0.67,1,NA,0,NA,"Facultative"
"170",2013,"BARS",0,0,0,0.11,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"171",2013,"EAKI",0.08,0.4,0.12,0.33,0.4,NA,NA,0.46,0.33,0.38,NA,0.17,NA,"Facultative"
"172",2013,"MODO",0,0.3,0,0,0.13,NA,NA,0,0.17,0.12,NA,0,NA,"Facultative"
"173",2013,"NOBO",0,0,0,0,0,NA,NA,0.15,0,0.5,NA,0,NA,"Facultative"
"174",2013,"LOSH",0,0,0,0,0.13,NA,NA,0,0,0.25,NA,0,NA,"Facultative"
"175",2013,"EABL",0,0.1,0,0,0,NA,NA,0.15,0,0.12,NA,0,NA,"Facultative"
"176",2013,"KILL",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"177",2013,"HOLA",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"178",2013,"TUVU",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"179",2013,"AMKE",0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,"Facultative"
"180",2013,"BEVI",0,0,0,0,0,NA,NA,0.08,0,0,NA,0,NA,"Other Shrubland"
"181",2013,"WIFL",0,0,0.06,0,0,NA,NA,0,0,0,NA,0,NA,"Other Shrubland"
"182",2013,"GRCA",0,0.2,0.12,0,0.4,NA,NA,0.31,0.33,0.38,NA,0.25,NA,"Other Shrubland"
"183",2013,"BRTH",0,0.2,0.12,0.22,0.13,NA,NA,0.15,0,0.88,NA,0,NA,"Other Shrubland"
"184",2013,"OROR",0,0.2,0,0,0.27,NA,NA,0,0,0,NA,0,NA,"Other Shrubland"
"185",2013,"AMRO",0,0.2,0,0,0.27,NA,NA,0,0,0,NA,0,NA,"Other Shrubland"
"186",2013,"NOMO",0,0,0.06,0,0,NA,NA,0,0,0.25,NA,0,NA,"Other Shrubland"
"187",2014,"BOBO",0.36,0.2,0,0.44,0.53,0.24,1,0.31,0.17,0,0.17,NA,NA,"Obligate"
"188",2014,"DICK",0.27,0.1,0.76,0.44,0.13,0.48,0.88,0.62,0.5,0.13,0.5,NA,NA,"Obligate"
"189",2014,"EAME",1,0.6,0.35,0.33,0.27,0.64,0.25,0.38,0.17,0.52,0.17,NA,NA,"Obligate"
"190",2014,"GRSP",1.09,0.6,1.18,0.89,0.67,1,0.62,1.08,0.33,0.26,0.33,NA,NA,"Obligate"
"191",2014,"HESP",0,0,0,0,0.13,0.04,0.5,0.23,0.17,0,0,NA,NA,"Obligate"
"192",2014,"SEWR",0,0,0,0,0,0,0.38,0,0,0,0,NA,NA,"Obligate"
"193",2014,"GRPC",0,0,0,0,0,0.08,0,0,0,0,0,NA,NA,"Obligate"
"194",2014,"VESP",0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Obligate"
"195",2014,"LASP",0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Obligate"
"196",2014,"UPSA",0.09,0,0,0,0,0.16,0,0.15,0,0,0,NA,NA,NA
"197",2014,"BHCO",0.64,0.6,0.29,0.22,0.4,0.48,0.25,0.38,0.5,0.39,0.17,NA,NA,"Facultative"
"198",2014,"RWBL",0.09,0.2,0.59,0.44,0.13,0.32,0.38,0.08,0.17,0.39,0.33,NA,NA,"Facultative"
"199",2014,"COYE",0,0.1,0,0,0,0,0,0.31,0,0.26,0,NA,NA,"Facultative"
"200",2014,"FISP",0,0.1,0.29,0.22,0.27,0.08,0.25,0.54,0,0.65,0.17,NA,NA,"Facultative"
"201",2014,"BARS",0.09,0,0,0.22,0,0,0,0,0,0,0,NA,NA,"Facultative"
"202",2014,"EAKI",0.09,0.2,0.24,0.33,0.27,0,0.5,0.46,0,0.52,0.33,NA,NA,"Facultative"
"203",2014,"MODO",0,0.1,0,0.11,0,0.08,0,0,0,0.13,0,NA,NA,"Facultative"
"204",2014,"NOBO",0,0,0,0,0,0.16,0,0.08,0,0.13,0,NA,NA,"Facultative"
"205",2014,"LOSH",0,0.2,0,0.11,0,0.04,0,0.08,0,0.13,0,NA,NA,"Facultative"
"206",2014,"EABL",0,0,0,0.11,0.13,0,0,0,0,0,0,NA,NA,"Facultative"
"207",2014,"KILL",0,0.2,0,0,0,0,0,0,0,0,0,NA,NA,"Facultative"
"208",2014,"HOLA",0.09,0,0,0,0,0,0,0,0,0,0,NA,NA,"Facultative"
"209",2014,"TUVU",0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Facultative"
"210",2014,"AMKE",0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Facultative"
"211",2014,"BEVI",0,0,0,0,0,0.04,0,0.08,0,0,0,NA,NA,"Other Shrubland"
"212",2014,"WIFL",0,0,0,0,0,0.04,0,0,0,0,0.17,NA,NA,"Other Shrubland"
"213",2014,"GRCA",0,0.1,0.12,0,0.27,0.04,0.38,0.46,0,0.52,0.17,NA,NA,"Other Shrubland"
"214",2014,"BRTH",0,0.3,0.18,0,0.13,0.04,0.12,0,0,0.77,0,NA,NA,"Other Shrubland"
"215",2014,"OROR",0,0.2,0,0,0,0,0.12,0.08,0,0,0,NA,NA,"Other Shrubland"
"216",2014,"AMRO",0,0.2,0,0,0,0,0.12,0.08,0,0,0,NA,NA,"Other Shrubland"
"217",2014,"NOMO",0.09,0,0.06,0,0.13,0.08,0,0,0,0.39,0,NA,NA,"Other Shrubland"
"218",2015,"BOBO",0.27,0.1,0.24,1,0,0.48,0.75,0.38,0,0,0.83,0.25,0.27,"Obligate"
"219",2015,"DICK",0.09,0.2,0.41,0.22,1.07,1.04,0.38,0.23,0.33,0,0.5,0.5,0.27,"Obligate"
"220",2015,"EAME",0.27,0.7,0.35,0.67,0.53,0.96,0.25,0.54,0.17,0,0.5,0.5,0.13,"Obligate"
"221",2015,"GRSP",0.73,0.6,0.53,1.22,1.07,0.76,0.62,0.54,0.17,0.39,0.5,0.08,0.53,"Obligate"
"222",2015,"HESP",0.09,0,0,0.11,0,0,0,0.15,0.5,0,0,0.5,0,"Obligate"
"223",2015,"SEWR",0.36,0.1,0,0,0,0,0,0.15,0,0,0.17,0.5,0,"Obligate"
"224",2015,"GRPC",0,0,0,0,0,0.2,0,0,0,0,0,0,0,"Obligate"
"225",2015,"VESP",0,0,0,0,0,0,0,0,0,0.13,0.17,0,0,"Obligate"
"226",2015,"LASP",0,0,0.35,0,0,0,0,0,0,0,0,0,0,"Obligate"
"227",2015,"UPSA",0,0,0,0,0,0.08,0,0,0,0,0.5,0.08,0,NA
"228",2015,"BHCO",0.55,0.1,0.35,0,0.4,0.44,0.75,0.15,0.17,0.77,0.17,0.67,0.27,"Facultative"
"229",2015,"RWBL",0.09,0,0.65,0.11,0,0.52,0.75,0.15,0.5,0.26,0.17,0.83,0.4,"Facultative"
"230",2015,"COYE",0,0,0.06,0,0,0,0,0.23,0.5,0,0.17,0.5,0.27,"Facultative"
"231",2015,"FISP",0,0,0.29,0.33,0.13,0.08,0.5,0.31,0.17,0.39,0.33,0,0.4,"Facultative"
"232",2015,"BARS",0,0,0,0,0,0.04,0,0,0,0,0,0,0,"Facultative"
"233",2015,"EAKI",0.18,0.3,0.35,0.11,0.53,0.12,0.38,0.31,0.33,0.26,0,0.08,0,"Facultative"
"234",2015,"MODO",0,0,0,0.11,0,0,0.12,0.15,0.5,0,0.33,0.33,0,"Facultative"
"235",2015,"NOBO",0,0,0.06,0,0,0.08,0,0.08,0,0,0,0,0,"Facultative"
"236",2015,"LOSH",0,0.3,0.18,0.11,0,0,0,0.08,0,0,0,0,0.13,"Facultative"
"237",2015,"EABL",0,0.3,0.06,0,0.27,0,0,0,0,0,0,0,0,"Facultative"
"238",2015,"KILL",0,0,0,0,0,0.04,0,0,0,0,0,0,0,"Facultative"
"239",2015,"HOLA",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"240",2015,"TUVU",0,0,0,0.11,0,0,0,0,0,0,0,0,0,"Facultative"
"241",2015,"AMKE",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"242",2015,"BEVI",0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Shrubland"
"243",2015,"WIFL",0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Shrubland"
"244",2015,"GRCA",0,0.1,0.06,0.22,0.13,0.04,0.38,0.23,0.17,0.13,0.17,0.08,0.13,"Other Shrubland"
"245",2015,"BRTH",0,0.2,0,0,0.13,0.12,0,0.31,0,0.13,0,0.17,0,"Other Shrubland"
"246",2015,"OROR",0,0.1,0.06,0.11,0,0.04,0.12,0.08,0,0.13,0.33,0.17,0.13,"Other Shrubland"
